inputs,outputs,faulty_output_prob,regular_diagnoser_time,backward_diagnoser_time,best_prob_diagnoser_time,regular_diagnoser_output,backward_diagnoser_output,best_prob_diagnoser_output
"[0, 1, 1, 0, 0]","[0, 0]",0.11,0.00213623046875,0.0,0.0,"[([gate16], 0.31684), ([gate11], 0.31684)]","[([gate16], 0.31684), ([gate11], 0.31684)]","[([gate16], 0.31684), ([gate11], 0.31684)]"
"[0, 1, 1, 0, 0]","[0, 0]",0.09,0.00213623046875,0.0,0.0,"[([gate16], 0.31684), ([gate11], 0.31684)]","[([gate16], 0.31684), ([gate11], 0.31684)]","[([gate16], 0.33124), ([gate11], 0.33124)]"
"[0, 1, 1, 0, 0]","[0, 0]",0.07,0.00213623046875,0.0,0.0,"[([gate16], 0.31684), ([gate11], 0.31684)]","[([gate16], 0.31684), ([gate11], 0.31684)]","[([gate16], 0.34596), ([gate11], 0.34596)]"
"[0, 1, 1, 0, 0]","[0, 0]",0.05,0.00213623046875,0.0,0.0,"[([gate16], 0.31684), ([gate11], 0.31684)]","[([gate16], 0.31684), ([gate11], 0.31684)]","[([gate16], 0.361), ([gate11], 0.361)]"
"[0, 1, 1, 0, 0]","[0, 0]",0.03,0.00213623046875,0.0,0.0,"[([gate16], 0.31684), ([gate11], 0.31684)]","[([gate16], 0.31684), ([gate11], 0.31684)]","[([gate16], 0.37636), ([gate11], 0.37636)]"
"[0, 1, 1, 0, 0]","[0, 0]",0.01,0.00213623046875,0.0,0.0,"[([gate16], 0.31684), ([gate11], 0.31684)]","[([gate16], 0.31684), ([gate11], 0.31684)]","[([gate16], 0.39204), ([gate11], 0.39204)]"
"[0, 1, 0, 1, 1]","[1, 0]",0.11,0.0,0.0,0.0,"[([gate23], 0.31684)]","[([gate23], 0.31684)]","[([gate23], 0.31684)]"
"[0, 1, 0, 1, 1]","[1, 0]",0.09,0.0,0.0,0.0,"[([gate23], 0.31684)]","[([gate23], 0.31684)]","[([gate23], 0.33124)]"
"[0, 1, 0, 1, 1]","[1, 0]",0.07,0.0,0.0,0.0,"[([gate23], 0.31684)]","[([gate23], 0.31684)]","[([gate23], 0.34596)]"
"[0, 1, 0, 1, 1]","[1, 0]",0.05,0.0,0.0,0.0,"[([gate23], 0.31684)]","[([gate23], 0.31684)]","[([gate23], 0.361)]"
"[0, 1, 0, 1, 1]","[1, 0]",0.03,0.0,0.0,0.0,"[([gate23], 0.31684)]","[([gate23], 0.31684)]","[([gate23], 0.37636)]"
"[0, 1, 0, 1, 1]","[1, 0]",0.01,0.0,0.0,0.0,"[([gate23], 0.31684)]","[([gate23], 0.31684)]","[([gate23], 0.39204)]"
"[0, 1, 1, 0, 0]","[0, 1]",0.11,0.0,0.0,0.0,"[([gate22], 0.264033)]","[([gate22], 0.264033)]","[([gate22], 0.264033)]"
"[0, 1, 1, 0, 0]","[0, 1]",0.09,0.0,0.0,0.015627622604370117,"[([gate22], 0.264033)]","[([gate22], 0.264033)]","[([gate22], 0.276033)]"
"[0, 1, 1, 0, 0]","[0, 1]",0.07,0.0,0.0,0.0,"[([gate22], 0.264033)]","[([gate22], 0.264033)]","[([gate22], 0.2883)]"
"[0, 1, 1, 0, 0]","[0, 1]",0.05,0.0,0.0,0.0,"[([gate22], 0.264033)]","[([gate22], 0.264033)]","[([gate22], 0.300833)]"
"[0, 1, 1, 0, 0]","[0, 1]",0.03,0.0,0.0,0.0,"[([gate22], 0.264033)]","[([gate22], 0.264033)]","[([gate22], 0.313633)]"
"[0, 1, 1, 0, 0]","[0, 1]",0.01,0.0,0.0,0.0,"[([gate22], 0.264033)]","[([gate22], 0.264033)]","[([gate22], 0.3267)]"
"[0, 1, 1, 0, 0]","[1, 0]",0.11,0.0,0.0,0.0,"[([gate23], 0.264033)]","[([gate23], 0.264033)]","[([gate23], 0.264033)]"
"[0, 1, 1, 0, 0]","[1, 0]",0.09,0.0,0.0,0.0,"[([gate23], 0.264033)]","[([gate23], 0.264033)]","[([gate23], 0.276033)]"
"[0, 1, 1, 0, 0]","[1, 0]",0.07,0.0,0.0,0.0,"[([gate23], 0.264033)]","[([gate23], 0.264033)]","[([gate23], 0.2883)]"
"[0, 1, 1, 0, 0]","[1, 0]",0.05,0.0,0.0,0.0,"[([gate23], 0.264033)]","[([gate23], 0.264033)]","[([gate23], 0.300833)]"
"[0, 1, 1, 0, 0]","[1, 0]",0.03,0.0,0.0,0.0,"[([gate23], 0.264033)]","[([gate23], 0.264033)]","[([gate23], 0.313633)]"
"[0, 1, 1, 0, 0]","[1, 0]",0.01,0.0,0.0,0.0,"[([gate23], 0.264033)]","[([gate23], 0.264033)]","[([gate23], 0.3267)]"
"[0, 1, 1, 0, 1]","[0, 0]",0.11,0.0,0.0,0.0,"[([gate11], 0.31684)]","[([gate11], 0.31684)]","[([gate11], 0.31684)]"
"[0, 1, 1, 0, 1]","[0, 0]",0.09,0.0,0.0,0.0,"[([gate11], 0.31684)]","[([gate11], 0.31684)]","[([gate11], 0.33124)]"
"[0, 1, 1, 0, 1]","[0, 0]",0.07,0.0,0.0,0.0,"[([gate11], 0.31684)]","[([gate11], 0.31684)]","[([gate11], 0.34596)]"
"[0, 1, 1, 0, 1]","[0, 0]",0.05,0.0,0.0,0.0,"[([gate11], 0.31684)]","[([gate11], 0.31684)]","[([gate11], 0.361)]"
"[0, 1, 1, 0, 1]","[0, 0]",0.03,0.0,0.0,0.0,"[([gate11], 0.31684)]","[([gate11], 0.31684)]","[([gate11], 0.37636)]"
"[0, 1, 1, 0, 1]","[0, 0]",0.01,0.0,0.0,0.0,"[([gate11], 0.31684)]","[([gate11], 0.31684)]","[([gate11], 0.39204)]"
"[0, 1, 0, 1, 1]","[0, 1]",0.11,0.015624523162841797,0.0,0.0,"[([gate22], 0.264033), ([gate16], 0.264033)]","[([gate22], 0.264033), ([gate16], 0.264033)]","[([gate22], 0.264033), ([gate16], 0.264033)]"
"[0, 1, 0, 1, 1]","[0, 1]",0.09,0.015624523162841797,0.0,0.0,"[([gate22], 0.264033), ([gate16], 0.264033)]","[([gate22], 0.264033), ([gate16], 0.264033)]","[([gate22], 0.276033), ([gate16], 0.276033)]"
"[0, 1, 0, 1, 1]","[0, 1]",0.07,0.015624523162841797,0.0,0.0,"[([gate22], 0.264033), ([gate16], 0.264033)]","[([gate22], 0.264033), ([gate16], 0.264033)]","[([gate22], 0.2883), ([gate16], 0.2883)]"
"[0, 1, 0, 1, 1]","[0, 1]",0.05,0.015624523162841797,0.0,0.0,"[([gate22], 0.264033), ([gate16], 0.264033)]","[([gate22], 0.264033), ([gate16], 0.264033)]","[([gate22], 0.300833), ([gate16], 0.300833)]"
"[0, 1, 0, 1, 1]","[0, 1]",0.03,0.015624523162841797,0.0,0.0,"[([gate22], 0.264033), ([gate16], 0.264033)]","[([gate22], 0.264033), ([gate16], 0.264033)]","[([gate22], 0.313633), ([gate16], 0.313633)]"
"[0, 1, 0, 1, 1]","[0, 1]",0.01,0.015624523162841797,0.0,0.0,"[([gate22], 0.264033), ([gate16], 0.264033)]","[([gate22], 0.264033), ([gate16], 0.264033)]","[([gate22], 0.3267), ([gate16], 0.3267)]"
"[0, 1, 0, 1, 1]","[0, 0]",0.11,0.0,0.0,0.0,"[([gate11], 0.31684)]","[([gate11], 0.31684)]","[([gate11], 0.31684)]"
"[0, 1, 0, 1, 1]","[0, 0]",0.09,0.0,0.0,0.0,"[([gate11], 0.31684)]","[([gate11], 0.31684)]","[([gate11], 0.33124)]"
"[0, 1, 0, 1, 1]","[0, 0]",0.07,0.0,0.0,0.0,"[([gate11], 0.31684)]","[([gate11], 0.31684)]","[([gate11], 0.34596)]"
"[0, 1, 0, 1, 1]","[0, 0]",0.05,0.0,0.0,0.0,"[([gate11], 0.31684)]","[([gate11], 0.31684)]","[([gate11], 0.361)]"
"[0, 1, 0, 1, 1]","[0, 0]",0.03,0.0,0.0,0.0,"[([gate11], 0.31684)]","[([gate11], 0.31684)]","[([gate11], 0.37636)]"
"[0, 1, 0, 1, 1]","[0, 0]",0.01,0.0,0.0,0.0,"[([gate11], 0.31684)]","[([gate11], 0.31684)]","[([gate11], 0.39204)]"
"[0, 1, 0, 0, 1]","[1, 0]",0.11,0.0,0.0,0.0,"[([gate23], 0.31684)]","[([gate23], 0.31684)]","[([gate23], 0.31684)]"
"[0, 1, 0, 0, 1]","[1, 0]",0.09,0.0,0.0,0.0,"[([gate23], 0.31684)]","[([gate23], 0.31684)]","[([gate23], 0.33124)]"
"[0, 1, 0, 0, 1]","[1, 0]",0.07,0.0,0.0,0.0,"[([gate23], 0.31684)]","[([gate23], 0.31684)]","[([gate23], 0.34596)]"
"[0, 1, 0, 0, 1]","[1, 0]",0.05,0.0,0.0,0.0,"[([gate23], 0.31684)]","[([gate23], 0.31684)]","[([gate23], 0.361)]"
"[0, 1, 0, 0, 1]","[1, 0]",0.03,0.0,0.0,0.015626907348632812,"[([gate23], 0.31684)]","[([gate23], 0.31684)]","[([gate23], 0.37636)]"
"[0, 1, 0, 0, 1]","[1, 0]",0.01,0.0,0.0,0.0,"[([gate23], 0.31684)]","[([gate23], 0.31684)]","[([gate23], 0.39204)]"
"[0, 1, 0, 0, 1]","[0, 1]",0.11,0.0,0.0,0.0,"[([gate22], 0.264033), ([gate16], 0.264033)]","[([gate22], 0.264033), ([gate16], 0.264033)]","[([gate22], 0.264033), ([gate16], 0.264033)]"
"[0, 1, 0, 0, 1]","[0, 1]",0.09,0.0,0.0,0.0,"[([gate22], 0.264033), ([gate16], 0.264033)]","[([gate22], 0.264033), ([gate16], 0.264033)]","[([gate22], 0.276033), ([gate16], 0.276033)]"
"[0, 1, 0, 0, 1]","[0, 1]",0.07,0.0,0.0,0.0,"[([gate22], 0.264033), ([gate16], 0.264033)]","[([gate22], 0.264033), ([gate16], 0.264033)]","[([gate22], 0.2883), ([gate16], 0.2883)]"
"[0, 1, 0, 0, 1]","[0, 1]",0.05,0.0,0.0,0.0,"[([gate22], 0.264033), ([gate16], 0.264033)]","[([gate22], 0.264033), ([gate16], 0.264033)]","[([gate22], 0.300833), ([gate16], 0.300833)]"
"[0, 1, 0, 0, 1]","[0, 1]",0.03,0.0,0.0,0.0,"[([gate22], 0.264033), ([gate16], 0.264033)]","[([gate22], 0.264033), ([gate16], 0.264033)]","[([gate22], 0.313633), ([gate16], 0.313633)]"
"[0, 1, 0, 0, 1]","[0, 1]",0.01,0.0,0.0,0.0,"[([gate22], 0.264033), ([gate16], 0.264033)]","[([gate22], 0.264033), ([gate16], 0.264033)]","[([gate22], 0.3267), ([gate16], 0.3267)]"
"[0, 1, 0, 1, 0]","[0, 0]",0.11,0.0,0.0,0.0,"[([gate16], 0.31684), ([gate11], 0.31684)]","[([gate16], 0.31684), ([gate11], 0.31684)]","[([gate16], 0.31684), ([gate11], 0.31684)]"
"[0, 1, 0, 1, 0]","[0, 0]",0.09,0.0,0.0,0.0,"[([gate16], 0.31684), ([gate11], 0.31684)]","[([gate16], 0.31684), ([gate11], 0.31684)]","[([gate16], 0.33124), ([gate11], 0.33124)]"
"[0, 1, 0, 1, 0]","[0, 0]",0.07,0.0,0.0,0.0,"[([gate16], 0.31684), ([gate11], 0.31684)]","[([gate16], 0.31684), ([gate11], 0.31684)]","[([gate16], 0.34596), ([gate11], 0.34596)]"
"[0, 1, 0, 1, 0]","[0, 0]",0.05,0.0,0.0,0.0,"[([gate16], 0.31684), ([gate11], 0.31684)]","[([gate16], 0.31684), ([gate11], 0.31684)]","[([gate16], 0.361), ([gate11], 0.361)]"
"[0, 1, 0, 1, 0]","[0, 0]",0.03,0.0,0.0,0.0,"[([gate16], 0.31684), ([gate11], 0.31684)]","[([gate16], 0.31684), ([gate11], 0.31684)]","[([gate16], 0.37636), ([gate11], 0.37636)]"
"[0, 1, 0, 1, 0]","[0, 0]",0.01,0.0,0.0,0.0,"[([gate16], 0.31684), ([gate11], 0.31684)]","[([gate16], 0.31684), ([gate11], 0.31684)]","[([gate16], 0.39204), ([gate11], 0.39204)]"
"[0, 0, 0, 0, 0]","[0, 1]",0.11,0.0,0.0,0.0,"[([gate23], 0.31684), ([gate19], 0.31684)]","[([gate23], 0.31684), ([gate19], 0.31684)]","[([gate23], 0.31684), ([gate19], 0.31684)]"
"[0, 0, 0, 0, 0]","[0, 1]",0.09,0.0,0.0,0.0,"[([gate23], 0.31684), ([gate19], 0.31684)]","[([gate23], 0.31684), ([gate19], 0.31684)]","[([gate23], 0.33124), ([gate19], 0.33124)]"
"[0, 0, 0, 0, 0]","[0, 1]",0.07,0.0,0.0,0.0,"[([gate23], 0.31684), ([gate19], 0.31684)]","[([gate23], 0.31684), ([gate19], 0.31684)]","[([gate23], 0.34596), ([gate19], 0.34596)]"
"[0, 0, 0, 0, 0]","[0, 1]",0.05,0.0,0.0,0.0,"[([gate23], 0.31684), ([gate19], 0.31684)]","[([gate23], 0.31684), ([gate19], 0.31684)]","[([gate23], 0.361), ([gate19], 0.361)]"
"[0, 0, 0, 0, 0]","[0, 1]",0.03,0.0,0.0,0.0,"[([gate23], 0.31684), ([gate19], 0.31684)]","[([gate23], 0.31684), ([gate19], 0.31684)]","[([gate23], 0.37636), ([gate19], 0.37636)]"
"[0, 0, 0, 0, 0]","[0, 1]",0.01,0.0,0.0,0.0,"[([gate23], 0.31684), ([gate19], 0.31684)]","[([gate23], 0.31684), ([gate19], 0.31684)]","[([gate23], 0.39204), ([gate19], 0.39204)]"
"[0, 1, 0, 1, 0]","[1, 0]",0.11,0.0,0.0,0.0,"[([gate23], 0.264033)]","[([gate23], 0.264033)]","[([gate23], 0.264033)]"
"[0, 1, 0, 1, 0]","[1, 0]",0.09,0.0,0.0,0.0,"[([gate23], 0.264033)]","[([gate23], 0.264033)]","[([gate23], 0.276033)]"
"[0, 1, 0, 1, 0]","[1, 0]",0.07,0.0,0.0,0.0,"[([gate23], 0.264033)]","[([gate23], 0.264033)]","[([gate23], 0.2883)]"
"[0, 1, 0, 1, 0]","[1, 0]",0.05,0.0,0.0,0.0,"[([gate23], 0.264033)]","[([gate23], 0.264033)]","[([gate23], 0.300833)]"
"[0, 1, 0, 1, 0]","[1, 0]",0.03,0.0,0.0,0.0,"[([gate23], 0.264033)]","[([gate23], 0.264033)]","[([gate23], 0.313633)]"
"[0, 1, 0, 1, 0]","[1, 0]",0.01,0.0,0.0,0.0,"[([gate23], 0.264033)]","[([gate23], 0.264033)]","[([gate23], 0.3267)]"
"[0, 1, 1, 0, 1]","[0, 1]",0.11,0.0,0.0,0.0,"[([gate22], 0.264033), ([gate16], 0.264033)]","[([gate22], 0.264033), ([gate16], 0.264033)]","[([gate22], 0.264033), ([gate16], 0.264033)]"
"[0, 1, 1, 0, 1]","[0, 1]",0.09,0.0,0.0,0.0,"[([gate22], 0.264033), ([gate16], 0.264033)]","[([gate22], 0.264033), ([gate16], 0.264033)]","[([gate22], 0.276033), ([gate16], 0.276033)]"
"[0, 1, 1, 0, 1]","[0, 1]",0.07,0.0,0.0,0.0,"[([gate22], 0.264033), ([gate16], 0.264033)]","[([gate22], 0.264033), ([gate16], 0.264033)]","[([gate22], 0.2883), ([gate16], 0.2883)]"
"[0, 1, 1, 0, 1]","[0, 1]",0.05,0.0,0.0,0.0,"[([gate22], 0.264033), ([gate16], 0.264033)]","[([gate22], 0.264033), ([gate16], 0.264033)]","[([gate22], 0.300833), ([gate16], 0.300833)]"
"[0, 1, 1, 0, 1]","[0, 1]",0.03,0.0,0.0,0.0,"[([gate22], 0.264033), ([gate16], 0.264033)]","[([gate22], 0.264033), ([gate16], 0.264033)]","[([gate22], 0.313633), ([gate16], 0.313633)]"
"[0, 1, 1, 0, 1]","[0, 1]",0.01,0.0,0.0,0.0,"[([gate22], 0.264033), ([gate16], 0.264033)]","[([gate22], 0.264033), ([gate16], 0.264033)]","[([gate22], 0.3267), ([gate16], 0.3267)]"
"[0, 1, 1, 0, 1]","[1, 0]",0.11,0.0,0.0156252384185791,0.0,"[([gate23], 0.31684)]","[([gate23], 0.31684)]","[([gate23], 0.31684)]"
"[0, 1, 1, 0, 1]","[1, 0]",0.09,0.0,0.0156252384185791,0.0,"[([gate23], 0.31684)]","[([gate23], 0.31684)]","[([gate23], 0.33124)]"
"[0, 1, 1, 0, 1]","[1, 0]",0.07,0.0,0.0156252384185791,0.0,"[([gate23], 0.31684)]","[([gate23], 0.31684)]","[([gate23], 0.34596)]"
"[0, 1, 1, 0, 1]","[1, 0]",0.05,0.0,0.0156252384185791,0.0,"[([gate23], 0.31684)]","[([gate23], 0.31684)]","[([gate23], 0.361)]"
"[0, 1, 1, 0, 1]","[1, 0]",0.03,0.0,0.0156252384185791,0.0,"[([gate23], 0.31684)]","[([gate23], 0.31684)]","[([gate23], 0.37636)]"
"[0, 1, 1, 0, 1]","[1, 0]",0.01,0.0,0.0156252384185791,0.0,"[([gate23], 0.31684)]","[([gate23], 0.31684)]","[([gate23], 0.39204)]"
"[1, 0, 0, 0, 0]","[1, 0]",0.11,0.0,0.0,0.0,"[([gate22], 0.31684), ([gate10], 0.31684)]","[([gate22], 0.31684), ([gate10], 0.31684)]","[([gate22], 0.31684), ([gate10], 0.31684)]"
"[1, 0, 0, 0, 0]","[1, 0]",0.09,0.0,0.0,0.0,"[([gate22], 0.31684), ([gate10], 0.31684)]","[([gate22], 0.31684), ([gate10], 0.31684)]","[([gate22], 0.33124), ([gate10], 0.33124)]"
"[1, 0, 0, 0, 0]","[1, 0]",0.07,0.0,0.0,0.0,"[([gate22], 0.31684), ([gate10], 0.31684)]","[([gate22], 0.31684), ([gate10], 0.31684)]","[([gate22], 0.34596), ([gate10], 0.34596)]"
"[1, 0, 0, 0, 0]","[1, 0]",0.05,0.0,0.0,0.0,"[([gate22], 0.31684), ([gate10], 0.31684)]","[([gate22], 0.31684), ([gate10], 0.31684)]","[([gate22], 0.361), ([gate10], 0.361)]"
"[1, 0, 0, 0, 0]","[1, 0]",0.03,0.0,0.0,0.0,"[([gate22], 0.31684), ([gate10], 0.31684)]","[([gate22], 0.31684), ([gate10], 0.31684)]","[([gate22], 0.37636), ([gate10], 0.37636)]"
"[1, 0, 0, 0, 0]","[1, 0]",0.01,0.0,0.0,0.0,"[([gate22], 0.31684), ([gate10], 0.31684)]","[([gate22], 0.31684), ([gate10], 0.31684)]","[([gate22], 0.39204), ([gate10], 0.39204)]"
"[1, 0, 0, 0, 0]","[0, 1]",0.11,0.0,0.0,0.0,"[([gate23], 0.31684), ([gate19], 0.31684)]","[([gate23], 0.31684), ([gate19], 0.31684)]","[([gate23], 0.31684), ([gate19], 0.31684)]"
"[1, 0, 0, 0, 0]","[0, 1]",0.09,0.0,0.0,0.0,"[([gate23], 0.31684), ([gate19], 0.31684)]","[([gate23], 0.31684), ([gate19], 0.31684)]","[([gate23], 0.33124), ([gate19], 0.33124)]"
"[1, 0, 0, 0, 0]","[0, 1]",0.07,0.0,0.0,0.0,"[([gate23], 0.31684), ([gate19], 0.31684)]","[([gate23], 0.31684), ([gate19], 0.31684)]","[([gate23], 0.34596), ([gate19], 0.34596)]"
"[1, 0, 0, 0, 0]","[0, 1]",0.05,0.0,0.0,0.0,"[([gate23], 0.31684), ([gate19], 0.31684)]","[([gate23], 0.31684), ([gate19], 0.31684)]","[([gate23], 0.361), ([gate19], 0.361)]"
"[1, 0, 0, 0, 0]","[0, 1]",0.03,0.0,0.0,0.0,"[([gate23], 0.31684), ([gate19], 0.31684)]","[([gate23], 0.31684), ([gate19], 0.31684)]","[([gate23], 0.37636), ([gate19], 0.37636)]"
"[1, 0, 0, 0, 0]","[0, 1]",0.01,0.0,0.0,0.0,"[([gate23], 0.31684), ([gate19], 0.31684)]","[([gate23], 0.31684), ([gate19], 0.31684)]","[([gate23], 0.39204), ([gate19], 0.39204)]"
"[1, 0, 0, 0, 0]","[1, 1]",0.11,0.0156252384185791,0.0,0.0,"[([gate16], 0.264033)]","[([gate16], 0.264033)]","[([gate16], 0.264033)]"
"[1, 0, 0, 0, 0]","[1, 1]",0.09,0.0156252384185791,0.0,0.0,"[([gate16], 0.264033)]","[([gate16], 0.264033)]","[([gate16], 0.276033)]"
"[1, 0, 0, 0, 0]","[1, 1]",0.07,0.0156252384185791,0.0,0.0,"[([gate16], 0.264033)]","[([gate16], 0.264033)]","[([gate16], 0.2883)]"
"[1, 0, 0, 0, 0]","[1, 1]",0.05,0.0156252384185791,0.0,0.0,"[([gate16], 0.264033)]","[([gate16], 0.264033)]","[([gate16], 0.300833)]"
"[1, 0, 0, 0, 0]","[1, 1]",0.03,0.0156252384185791,0.0,0.0,"[([gate16], 0.264033)]","[([gate16], 0.264033)]","[([gate16], 0.313633)]"
"[1, 0, 0, 0, 0]","[1, 1]",0.01,0.0156252384185791,0.0,0.0,"[([gate16], 0.264033)]","[([gate16], 0.264033)]","[([gate16], 0.3267)]"
"[1, 0, 0, 0, 1]","[0, 0]",0.11,0.0,0.0,0.0,"[([gate23], 0.264033), ([gate19], 0.264033), ([gate11], 0.264033)]","[([gate23], 0.264033), ([gate19], 0.264033), ([gate11], 0.264033)]","[([gate23], 0.264033), ([gate19], 0.264033), ([gate11], 0.264033)]"
"[1, 0, 0, 0, 1]","[0, 0]",0.09,0.0,0.0,0.0,"[([gate23], 0.264033), ([gate19], 0.264033), ([gate11], 0.264033)]","[([gate23], 0.264033), ([gate19], 0.264033), ([gate11], 0.264033)]","[([gate23], 0.276033), ([gate19], 0.276033), ([gate11], 0.276033)]"
"[1, 0, 0, 0, 1]","[0, 0]",0.07,0.0,0.0,0.0,"[([gate23], 0.264033), ([gate19], 0.264033), ([gate11], 0.264033)]","[([gate23], 0.264033), ([gate19], 0.264033), ([gate11], 0.264033)]","[([gate23], 0.2883), ([gate19], 0.2883), ([gate11], 0.2883)]"
"[1, 0, 0, 0, 1]","[0, 0]",0.05,0.0,0.0,0.0,"[([gate23], 0.264033), ([gate19], 0.264033), ([gate11], 0.264033)]","[([gate23], 0.264033), ([gate19], 0.264033), ([gate11], 0.264033)]","[([gate23], 0.300833), ([gate19], 0.300833), ([gate11], 0.300833)]"
"[1, 0, 0, 0, 1]","[0, 0]",0.03,0.0,0.0,0.0,"[([gate23], 0.264033), ([gate19], 0.264033), ([gate11], 0.264033)]","[([gate23], 0.264033), ([gate19], 0.264033), ([gate11], 0.264033)]","[([gate23], 0.313633), ([gate19], 0.313633), ([gate11], 0.313633)]"
"[1, 0, 0, 0, 1]","[0, 0]",0.01,0.0,0.0,0.0,"[([gate23], 0.264033), ([gate19], 0.264033), ([gate11], 0.264033)]","[([gate23], 0.264033), ([gate19], 0.264033), ([gate11], 0.264033)]","[([gate23], 0.3267), ([gate19], 0.3267), ([gate11], 0.3267)]"
"[1, 0, 0, 0, 1]","[1, 1]",0.11,0.0,0.0,0.0,"[([gate22], 0.264033), ([gate16], 0.264033), ([gate10], 0.264033)]","[([gate22], 0.264033), ([gate16], 0.264033), ([gate10], 0.264033)]","[([gate22], 0.264033), ([gate16], 0.264033), ([gate10], 0.264033)]"
"[1, 0, 0, 0, 1]","[1, 1]",0.09,0.0,0.0,0.0,"[([gate22], 0.264033), ([gate16], 0.264033), ([gate10], 0.264033)]","[([gate22], 0.264033), ([gate16], 0.264033), ([gate10], 0.264033)]","[([gate22], 0.276033), ([gate16], 0.276033), ([gate10], 0.276033)]"
"[1, 0, 0, 0, 1]","[1, 1]",0.07,0.0,0.0,0.0,"[([gate22], 0.264033), ([gate16], 0.264033), ([gate10], 0.264033)]","[([gate22], 0.264033), ([gate16], 0.264033), ([gate10], 0.264033)]","[([gate22], 0.2883), ([gate16], 0.2883), ([gate10], 0.2883)]"
"[1, 0, 0, 0, 1]","[1, 1]",0.05,0.0,0.0,0.0,"[([gate22], 0.264033), ([gate16], 0.264033), ([gate10], 0.264033)]","[([gate22], 0.264033), ([gate16], 0.264033), ([gate10], 0.264033)]","[([gate22], 0.300833), ([gate16], 0.300833), ([gate10], 0.300833)]"
"[1, 0, 0, 0, 1]","[1, 1]",0.03,0.0,0.0,0.0,"[([gate22], 0.264033), ([gate16], 0.264033), ([gate10], 0.264033)]","[([gate22], 0.264033), ([gate16], 0.264033), ([gate10], 0.264033)]","[([gate22], 0.313633), ([gate16], 0.313633), ([gate10], 0.313633)]"
"[1, 0, 0, 0, 1]","[1, 1]",0.01,0.0,0.0,0.0,"[([gate22], 0.264033), ([gate16], 0.264033), ([gate10], 0.264033)]","[([gate22], 0.264033), ([gate16], 0.264033), ([gate10], 0.264033)]","[([gate22], 0.3267), ([gate16], 0.3267), ([gate10], 0.3267)]"
"[0, 1, 1, 1, 1]","[1, 1]",0.11,0.015626907348632812,0.0,0.0,"[([gate16], 0.198025), ([gate11], 0.198025)]","[([gate16], 0.198025), ([gate11], 0.198025)]","[([gate16], 0.198025), ([gate11], 0.198025)]"
"[0, 1, 1, 1, 1]","[1, 1]",0.09,0.015626907348632812,0.0,0.0,"[([gate16], 0.198025), ([gate11], 0.198025)]","[([gate16], 0.198025), ([gate11], 0.198025)]","[([gate16], 0.207025), ([gate11], 0.207025)]"
"[0, 1, 1, 1, 1]","[1, 1]",0.07,0.015626907348632812,0.0,0.0,"[([gate16], 0.198025), ([gate11], 0.198025)]","[([gate16], 0.198025), ([gate11], 0.198025)]","[([gate16], 0.216225), ([gate11], 0.216225)]"
"[0, 1, 1, 1, 1]","[1, 1]",0.05,0.015626907348632812,0.0,0.0,"[([gate16], 0.198025), ([gate11], 0.198025)]","[([gate16], 0.198025), ([gate11], 0.198025)]","[([gate16], 0.225625), ([gate11], 0.225625)]"
"[0, 1, 1, 1, 1]","[1, 1]",0.03,0.015626907348632812,0.0,0.0,"[([gate16], 0.198025), ([gate11], 0.198025)]","[([gate16], 0.198025), ([gate11], 0.198025)]","[([gate16], 0.235225), ([gate11], 0.235225)]"
"[0, 1, 1, 1, 1]","[1, 1]",0.01,0.015626907348632812,0.0,0.0,"[([gate16], 0.198025), ([gate11], 0.198025)]","[([gate16], 0.198025), ([gate11], 0.198025)]","[([gate16], 0.245025), ([gate11], 0.245025)]"
"[0, 1, 1, 1, 1]","[1, 0]",0.11,0.0,0.0,0.0,"[([gate22], 0.264033), ([gate10], 0.264033)]","[([gate22], 0.264033), ([gate10], 0.264033)]","[([gate22], 0.264033), ([gate10], 0.264033)]"
"[0, 1, 1, 1, 1]","[1, 0]",0.09,0.0,0.0,0.0,"[([gate22], 0.264033), ([gate10], 0.264033)]","[([gate22], 0.264033), ([gate10], 0.264033)]","[([gate22], 0.276033), ([gate10], 0.276033)]"
"[0, 1, 1, 1, 1]","[1, 0]",0.07,0.0,0.0,0.0,"[([gate22], 0.264033), ([gate10], 0.264033)]","[([gate22], 0.264033), ([gate10], 0.264033)]","[([gate22], 0.2883), ([gate10], 0.2883)]"
"[0, 1, 1, 1, 1]","[1, 0]",0.05,0.0,0.0,0.0,"[([gate22], 0.264033), ([gate10], 0.264033)]","[([gate22], 0.264033), ([gate10], 0.264033)]","[([gate22], 0.300833), ([gate10], 0.300833)]"
"[0, 1, 1, 1, 1]","[1, 0]",0.03,0.0,0.0,0.0,"[([gate22], 0.264033), ([gate10], 0.264033)]","[([gate22], 0.264033), ([gate10], 0.264033)]","[([gate22], 0.313633), ([gate10], 0.313633)]"
"[0, 1, 1, 1, 1]","[1, 0]",0.01,0.0,0.0,0.0,"[([gate22], 0.264033), ([gate10], 0.264033)]","[([gate22], 0.264033), ([gate10], 0.264033)]","[([gate22], 0.3267), ([gate10], 0.3267)]"
"[0, 1, 1, 1, 0]","[0, 1]",0.11,0.0,0.0,0.0,"[([gate23], 0.264033), ([gate19], 0.264033)]","[([gate23], 0.264033), ([gate19], 0.264033)]","[([gate23], 0.264033), ([gate19], 0.264033)]"
